Code	Region	Country	variable	value	region
780	Latin America and Caribbean	Trinidad and Tobago	1881	1.84709	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1881	0.802706	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1881	0.823232	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1881	0.559533	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1881	0.566183	Latin America and Caribean
152	Latin America and Caribbean	Chile	1881	0.929188	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1881	0.910596	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1881	1.39069	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1881	0.968972	#N/A
600	Latin America and Caribbean	Paraguay	1881	1.28993	Latin America and Caribean
604	Latin America and Caribbean	Peru	1881	0.412859	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1881	1.21381	Latin America and Caribean
36	Western Offshoots	Australia	1881	3.66111	Western Offshoots
554	Western Offshoots	New Zealand	1881	1.9279	Western Offshoots
356	South and South-East Asia	India	1881	0.0499403	South and South-East Asia
586	South and South-East Asia	Pakistan	1881	0.561059	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1881	0.41352	South and South-East Asia
458	South and South-East Asia	Malaysia	1881	0.248171	South and South-East Asia
104	South and South-East Asia	Myanmar	1881	0.0953892	South and South-East Asia
702	South and South-East Asia	Singapore	1881	0.489142	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1881	0.0442578	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1881	0.575516	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1881	0.969465	Sub-Saharan Africa
40	Western Europe	Austria	1882	3.67417	Western Europe
56	Western Europe	Belgium	1882	4.42008	Western Europe
250	Western Europe	France	1882	4.84279	Western Europe
528	Western Europe	Netherlands	1882	5.70354	Western Europe
756	Western Europe	Switzerland	1882	7.68294	Western Europe
372	Western Europe	Ireland	1882	2.35187	Western Europe
578	Western Europe	Norway	1882	5.48417	Western Europe
752	Western Europe	Sweden	1882	6.22333	Western Europe
826	Western Europe	United Kingdom	1882	2.07442	Western Europe
380	Western Europe	Italy	1882	2.11112	Western Europe
620	Western Europe	Portugal	1882	0.635466	Western Europe
724	Western Europe	Spain	1882	4.10695	Western Europe
348	Eastern Europe	Hungary	1882	3.10251	Eastern Europe
124	Western Offshoots	Canada	1882	6.48956	Western Offshoots
840	Western Offshoots	United States of America	1882	4.88896	Western Offshoots
52	Latin America and Caribbean	Barbados	1882	5.02067	#N/A
388	Latin America and Caribbean	Jamaica	1882	1.99491	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1882	1.87562	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1882	0.939775	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1882	0.836837	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1882	0.568776	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1882	0.59084	Latin America and Caribean
152	Latin America and Caribbean	Chile	1882	0.945508	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1882	0.923092	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1882	1.40753	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1882	1.00144	#N/A
600	Latin America and Caribbean	Paraguay	1882	1.3036	Latin America and Caribean
604	Latin America and Caribbean	Peru	1882	0.418172	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1882	1.29419	Latin America and Caribean
36	Western Offshoots	Australia	1882	3.97539	Western Offshoots
554	Western Offshoots	New Zealand	1882	2.02785	Western Offshoots
356	South and South-East Asia	India	1882	0.0522708	South and South-East Asia
586	South and South-East Asia	Pakistan	1882	0.579213	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1882	0.444742	South and South-East Asia
458	South and South-East Asia	Malaysia	1882	0.247142	South and South-East Asia
104	South and South-East Asia	Myanmar	1882	0.0828587	South and South-East Asia
702	South and South-East Asia	Singapore	1882	0.49537	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1882	0.045571	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1882	0.548235	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1882	0.945502	Sub-Saharan Africa
40	Western Europe	Austria	1883	3.7053	Western Europe
56	Western Europe	Belgium	1883	4.46741	Western Europe
250	Western Europe	France	1883	4.8966	Western Europe
528	Western Europe	Netherlands	1883	5.81982	Western Europe
756	Western Europe	Switzerland	1883	7.71314	Western Europe
372	Western Europe	Ireland	1883	2.43871	Western Europe
578	Western Europe	Norway	1883	5.47002	Western Europe
752	Western Europe	Sweden	1883	6.3058	Western Europe
826	Western Europe	United Kingdom	1883	2.17917	Western Europe
380	Western Europe	Italy	1883	2.15221	Western Europe
620	Western Europe	Portugal	1883	0.669157	Western Europe
724	Western Europe	Spain	1883	4.17992	Western Europe
348	Eastern Europe	Hungary	1883	3.15252	Eastern Europe
124	Western Offshoots	Canada	1883	6.4926	Western Offshoots
840	Western Offshoots	United States of America	1883	4.91451	Western Offshoots
52	Latin America and Caribbean	Barbados	1883	4.7801	#N/A
388	Latin America and Caribbean	Jamaica	1883	2.04337	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1883	1.92616	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1883	0.932405	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1883	0.850452	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1883	0.57802	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1883	0.600537	Latin America and Caribean
152	Latin America and Caribbean	Chile	1883	0.961827	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1883	0.935587	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1883	1.42437	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1883	1.21721	#N/A
600	Latin America and Caribbean	Paraguay	1883	1.31726	Latin America and Caribean
604	Latin America and Caribbean	Peru	1883	0.423485	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1883	1.37087	Latin America and Caribean
36	Western Offshoots	Australia	1883	4.06835	Western Offshoots
554	Western Offshoots	New Zealand	1883	2.13492	Western Offshoots
356	South and South-East Asia	India	1883	0.0562717	South and South-East Asia
586	South and South-East Asia	Pakistan	1883	0.569572	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1883	0.45402	South and South-East Asia
458	South and South-East Asia	Malaysia	1883	0.261028	South and South-East Asia
104	South and South-East Asia	Myanmar	1883	0.0859529	South and South-East Asia
702	South and South-East Asia	Singapore	1883	0.51806	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1883	0.0476743	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1883	0.508684	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1883	0.965244	Sub-Saharan Africa
40	Western Europe	Austria	1884	3.68978	Western Europe
56	Western Europe	Belgium	1884	4.4911	Western Europe
250	Western Europe	France	1884	4.91662	Western Europe
528	Western Europe	Netherlands	1884	5.69602	Western Europe
756	Western Europe	Switzerland	1884	7.75098	Western Europe
372	Western Europe	Ireland	1884	2.48949	Western Europe
578	Western Europe	Norway	1884	5.46116	Western Europe
752	Western Europe	Sweden	1884	6.37904	Western Europe
826	Western Europe	United Kingdom	1884	2.2856	Western Europe
380	Western Europe	Italy	1884	2.16541	Western Europe
620	Western Europe	Portugal	1884	0.681676	Western Europe
724	Western Europe	Spain	1884	4.23377	Western Europe
348	Eastern Europe	Hungary	1884	3.19911	Eastern Europe
124	Western Offshoots	Canada	1884	6.45512	Western Offshoots
840	Western Offshoots	United States of America	1884	4.93877	Western Offshoots
52	Latin America and Caribbean	Barbados	1884	4.5024	#N/A
388	Latin America and Caribbean	Jamaica	1884	2.03032	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1884	2.01905	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1884	0.991589	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1884	0.864076	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1884	0.587263	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1884	0.602314	Latin America and Caribean
152	Latin America and Caribbean	Chile	1884	0.978146	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1884	0.948083	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1884	1.44121	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1884	1.21724	#N/A
600	Latin America and Caribbean	Paraguay	1884	1.33093	Latin America and Caribean
604	Latin America and Caribbean	Peru	1884	0.428799	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1884	1.41842	Latin America and Caribean
36	Western Offshoots	Australia	1884	4.23174	Western Offshoots
554	Western Offshoots	New Zealand	1884	2.2189	Western Offshoots
356	South and South-East Asia	India	1884	0.0609352	South and South-East Asia
586	South and South-East Asia	Pakistan	1884	0.593177	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1884	0.474425	South and South-East Asia
458	South and South-East Asia	Malaysia	1884	0.271774	South and South-East Asia
104	South and South-East Asia	Myanmar	1884	0.0921115	South and South-East Asia
702	South and South-East Asia	Singapore	1884	0.54121	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1884	0.0487689	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1884	0.526158	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1884	0.969472	Sub-Saharan Africa
40	Western Europe	Austria	1885	3.80365	Western Europe
56	Western Europe	Belgium	1885	4.46646	Western Europe
250	Western Europe	France	1885	4.99279	Western Europe
528	Western Europe	Netherlands	1885	5.72989	Western Europe
756	Western Europe	Switzerland	1885	7.75859	Western Europe
372	Western Europe	Ireland	1885	2.53703	Western Europe
578	Western Europe	Norway	1885	5.44801	Western Europe
752	Western Europe	Sweden	1885	6.46504	Western Europe
826	Western Europe	United Kingdom	1885	2.35327	Western Europe
380	Western Europe	Italy	1885	2.17354	Western Europe
620	Western Europe	Portugal	1885	0.721168	Western Europe
724	Western Europe	Spain	1885	4.28049	Western Europe
348	Eastern Europe	Hungary	1885	3.27062	Eastern Europe
124	Western Offshoots	Canada	1885	6.43037	Western Offshoots
840	Western Offshoots	United States of America	1885	4.96152	Western Offshoots
52	Latin America and Caribbean	Barbados	1885	4.63277	#N/A
388	Latin America and Caribbean	Jamaica	1885	2.13617	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1885	1.94548	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1885	0.984836	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1885	0.87771	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1885	0.596506	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1885	0.573965	Latin America and Caribean
152	Latin America and Caribbean	Chile	1885	0.988707	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1885	0.960578	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1885	1.45804	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1885	1.23472	#N/A
600	Latin America and Caribbean	Paraguay	1885	1.3446	Latin America and Caribean
604	Latin America and Caribbean	Peru	1885	0.434112	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1885	1.43537	Latin America and Caribean
36	Western Offshoots	Australia	1885	4.3117	Western Offshoots
554	Western Offshoots	New Zealand	1885	2.27166	Western Offshoots
356	South and South-East Asia	India	1885	0.0669302	South and South-East Asia
586	South and South-East Asia	Pakistan	1885	0.577468	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1885	0.496895	South and South-East Asia
458	South and South-East Asia	Malaysia	1885	0.275212	South and South-East Asia
104	South and South-East Asia	Myanmar	1885	0.101329	South and South-East Asia
702	South and South-East Asia	Singapore	1885	0.550333	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1885	0.0502554	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1885	0.550377	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1885	0.962345	Sub-Saharan Africa
40	Western Europe	Austria	1886	3.83767	Western Europe
56	Western Europe	Belgium	1886	4.46008	Western Europe
250	Western Europe	France	1886	5.03264	Western Europe
528	Western Europe	Netherlands	1886	5.70248	Western Europe
756	Western Europe	Switzerland	1886	7.78297	Western Europe
372	Western Europe	Ireland	1886	2.57737	Western Europe
578	Western Europe	Norway	1886	5.41002	Western Europe
752	Western Europe	Sweden	1886	6.53874	Western Europe
826	Western Europe	United Kingdom	1886	2.45995	Western Europe
380	Western Europe	Italy	1886	2.2308	Western Europe
620	Western Europe	Portugal	1886	0.75234	Western Europe
724	Western Europe	Spain	1886	4.33828	Western Europe
348	Eastern Europe	Hungary	1886	3.319	Eastern Europe
124	Western Offshoots	Canada	1886	6.37876	Western Offshoots
840	Western Offshoots	United States of America	1886	4.96305	Western Offshoots
52	Latin America and Caribbean	Barbados	1886	4.70587	#N/A
388	Latin America and Caribbean	Jamaica	1886	2.24811	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1886	1.94003	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1886	0.93214	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1886	0.886564	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1886	0.605994	Latin America and Caribean
76	Latin America and Caribbean	Brazil	1886	0.583992	Latin America and Caribean
152	Latin America and Caribbean	Chile	1886	1.00071	Latin America and Caribean
170	Latin America and Caribbean	Colombia	1886	0.973418	Latin America and Caribean
218	Latin America and Caribbean	Ecuador	1886	1.47531	Latin America and Caribean
328	Latin America and Caribbean	Guyana	1886	1.30931	#N/A
600	Latin America and Caribbean	Paraguay	1886	1.35855	Latin America and Caribean
604	Latin America and Caribbean	Peru	1886	0.439572	Latin America and Caribean
858	Latin America and Caribbean	Uruguay	1886	1.43117	Latin America and Caribean
36	Western Offshoots	Australia	1886	4.36892	Western Offshoots
554	Western Offshoots	New Zealand	1886	2.33938	Western Offshoots
356	South and South-East Asia	India	1886	0.0751637	South and South-East Asia
586	South and South-East Asia	Pakistan	1886	0.631196	South and South-East Asia
144	South and South-East Asia	Sri Lanka	1886	0.502735	South and South-East Asia
458	South and South-East Asia	Malaysia	1886	0.27199	South and South-East Asia
104	South and South-East Asia	Myanmar	1886	0.114052	South and South-East Asia
702	South and South-East Asia	Singapore	1886	0.547377	South and South-East Asia
288	Sub-Saharan Africa	Ghana	1886	0.0523428	Sub-Saharan Africa
694	Sub-Saharan Africa	Sierra Leone	1886	0.556211	Sub-Saharan Africa
480	Sub-Saharan Africa	Mauritius	1886	1.00034	Sub-Saharan Africa
40	Western Europe	Austria	1887	3.86238	Western Europe
56	Western Europe	Belgium	1887	4.44173	Western Europe
250	Western Europe	France	1887	5.14035	Western Europe
528	Western Europe	Netherlands	1887	5.82866	Western Europe
756	Western Europe	Switzerland	1887	7.81079	Western Europe
372	Western Europe	Ireland	1887	2.62304	Western Europe
578	Western Europe	Norway	1887	5.44642	Western Europe
752	Western Europe	Sweden	1887	6.60482	Western Europe
826	Western Europe	United Kingdom	1887	2.59082	Western Europe
380	Western Europe	Italy	1887	2.29039	Western Europe
620	Western Europe	Portugal	1887	0.811984	Western Europe
724	Western Europe	Spain	1887	4.41093	Western Europe
348	Eastern Europe	Hungary	1887	3.38878	Eastern Europe
124	Western Offshoots	Canada	1887	6.47103	Western Offshoots
840	Western Offshoots	United States of America	1887	4.99178	Western Offshoots
52	Latin America and Caribbean	Barbados	1887	5.12038	#N/A
388	Latin America and Caribbean	Jamaica	1887	2.30115	Latin America and Caribean
780	Latin America and Caribbean	Trinidad and Tobago	1887	2.03023	Latin America and Caribean
340	Latin America and Caribbean	Honduras	1887	1.08863	Latin America and Caribean
32	Latin America and Caribbean	Argentina	1887	0.915259	Latin America and Caribean
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1887	0.641877	Latin America and Caribean
